query,rank,distance,chunk_id,doc_id,source_title,journal,pub_year,pmcid,section_title,split_strategy,text_preview
type 2 diabetes insulin sensitivity,1,0.26487934589385986,PMCID:PMC546416::chunk_00000,PMCID:PMC546416,A case study of type 2 diabetes self-management,BioMedical Engineering OnLine,2005,PMC546416,Background,semantic_section,"Title: A case study of type 2 diabetes self-management Section: Background Text: It is well established that diabetes can lead to acute and chronic complications, compromising the health and quality of life. Results from various studies [ 1 ] have demonstrated that improved control of blood glucose in type 2 diabetes reduces related complications. Type 2 diabetes results from the metabolic problem that is related to certain tissue resistance to insulin action and to the inability of the pancreas to appropriately regulate the quantity of insulin for glucose metabolism. These metabolic abnormalities lead to the many complications of diabetes. Type 2 diabetes historically occurs predominantly in adults aged 40 and over. A recent trend, however, indicates that children and adolescents of minor"
type 2 diabetes insulin sensitivity,2,0.269905149936676,PMCID:PMC544854::chunk_00001,PMCID:PMC544854,Transcriptional regulation of lipid metabolism by fatty acids: a key determinant of pancreatic β-cell function,Nutrition & Metabolism,2005,PMC544854,Type 2 diabetes and free fatty acids,semantic_section,"Title: Transcriptional regulation of lipid metabolism by fatty acids: a key determinant of pancreatic β-cell function Section: Type 2 diabetes and free fatty acids Text: Diabetes affects 6 % of the adult population and, with a growth rate of 6% per year, it is estimated that 200 to 300 million people worldwide will be afflicted by the end of this decade [ 3 ]. Type 1 diabetes, which accounts for < 10 % of all cases of diabetes [ 4 ], results from autoimmune-mediated destruction of pancreatic β-cells. The destruction may occur over months to years and can result in complete loss of the endogenous insulin supply and therefore results in exogenous insulin dependency. Type 2 diabetes, which accounts for 90 to 95 % of diabetes cases worldwide, is a heterogeneous disorder and its prevalence is r"
type 2 diabetes insulin sensitivity,3,0.2735356092453003,PMCID:PMC524031::chunk_00006,PMCID:PMC524031,Metabolic response of people with type 2 diabetes to a high protein diet,Nutrition & Metabolism,2004,PMC524031,Results,semantic_section,"Title: Metabolic response of people with type 2 diabetes to a high protein diet Section: Results Text: . In summary, in single meal studies in people with type 2 diabetes, dietary protein strongly stimulated insulin secretion and decreased the plasma glucose response to ingested glucose. Figure 4 Five hour integrated insulin area response to ingestion of 50 g glucose alone (pink bar) or 50 g glucose + 25 g protein in the form of beef, turkey, gelatin, egg white, cottage cheese, fish or soy (yellow bars, left to right). The horizontal line indicates the expected insulin area response. (From [9]) Insulin and Glucose Response to Mixed Meals Based on the above observations, we decided to determine whether an increase in dietary protein in association with a decrease in carbohydrate would decre"
type 2 diabetes insulin sensitivity,4,0.27485668659210205,PMCID:PMC546416::chunk_00002,PMCID:PMC546416,A case study of type 2 diabetes self-management,BioMedical Engineering OnLine,2005,PMC546416,Background,semantic_section,"Title: A case study of type 2 diabetes self-management Section: Background Text: . When diet alone cannot effectively control the type 2 diabetic conditions, medical interventions, such as insulin injections or dispensing hypoglycaemic pills, are usually the next step of managing type 2 diabetes mellitus. Medical interventions notoriously exacerbate the fluctuation of blood glucose excursions. Even with the smallest dosage of hypoglycaemic drug (5 mg glucotrol or glyburide) once in the morning, the subject of this study still experienced frequent acute hypoglycaemias. Besides, his A1c levels hovered around 6.5 levels for many years following his physician's advice of taking 5 mg glucotrol per day. It became obvious that a properly designed drug dispensing regimen was needed to avoid hypogl"
type 2 diabetes insulin sensitivity,5,0.2814415693283081,PMCID:PMC549588::chunk_00009,PMCID:PMC549588,Case-Based Study: From Prediabetes to Complications—Opportunities for Prevention,PLoS Medicine,2005,PMC549588,DISCUSSION,semantic_section,"Title: Case-Based Study: From Prediabetes to Complications—Opportunities for Prevention Section: DISCUSSION Text: This case presentation illustrates an otherwise healthy appearing patient who is found to have the metabolic syndrome and despite evidence-based management develops type 2 diabetes. This patient likely represents the natural history of type 2 diabetes in most patients. Mild hypertension is often the only presenting sign of metabolic syndrome and prediabetes, allowing an opportunity for prevention of type 2 diabetes. There is an association between metabolic syndrome and the development of CVD and type 2 diabetes [ 13 ]. This syndrome is characterized not only by the criteria given in Table 1 , but also by a state of compensatory hyperinsulinemia [ 14 ]. However, a diagnosis of "
SARS coronavirus spike protein,1,0.1938180923461914,PMCID:PMC549520::chunk_00011,PMCID:PMC549520,The Severe Acute Respiratory Syndrome (SARS)-coronavirus 3a protein may function as a modulator of the trafficking properties of the spike protein,Virology Journal,2005,PMC549520,Implication of the hypothesis,semantic_section,"Title: The Severe Acute Respiratory Syndrome (SARS)-coronavirus 3a protein may function as a modulator of the trafficking properties of the spike protein Section: Implication of the hypothesis Text: . Yxxx tetrapeptides are underlined and abbreviations used are: TM, transmembrane domain, aa, amino acids. b S proteins of group 1 coronaviruses: TGEV, transmissible gastroenteritis virus (AJ271965); PRCoV, porcine respiratory coronavirus (Z24675); CCoV, canine coronavirus (D13096); FCoV, feline coronavirus (AY204704); PEDV, porcine epidemic diarrhea virus (AF353511); HCoV-229E, human coronavirus 229E (AF304460); HCoV-NL63, human coronavirus NL63(AY518894). c S proteins of group 2 coronaviruses: BCoV, bovine coronavirus (AF220295), HCoV-OC43, human coronavirus OC43 (AY585228), HEV, porcine hema"
SARS coronavirus spike protein,2,0.2063843011856079,PMCID:PMC548145::chunk_00011,PMCID:PMC548145,Molecular mechanisms of severe acute respiratory syndrome (SARS),Respiratory Research,2005,PMC548145,Introduction,semantic_section,"Title: Molecular mechanisms of severe acute respiratory syndrome (SARS) Section: Introduction Text: . Molecular modelling has been performed for the S1 and S2 units of the SARS-CoV spike protein [ 33 , 34 ]. The spike proteins of coronaviruses are reported to bind to receptors on their target cells and the domains responsible for receptor-binding are commonly situated in the N-terminal region of S1 [ 35 - 40 ]. The spikes consist of oligomeric structures, that are formed by heptad repeats of the S2 domain which also represent a fusion peptide sequence. This peptide is responsible for the coronavirus fusion activity. Figure 3 SARS-CoV transmission electron microscopy. In the supernatant of SARS-CoV infected cytopathic Vero E6 cells, characteristic virus particles can be found. The diameter "
SARS coronavirus spike protein,3,0.21041840314865112,PMCID:PMC549520::chunk_00009,PMCID:PMC549520,The Severe Acute Respiratory Syndrome (SARS)-coronavirus 3a protein may function as a modulator of the trafficking properties of the spike protein,Virology Journal,2005,PMC549520,Implication of the hypothesis,semantic_section,Title: The Severe Acute Respiratory Syndrome (SARS)-coronavirus 3a protein may function as a modulator of the trafficking properties of the spike protein Section: Implication of the hypothesis Text: HCoV-OC43 S c TM-KCGGCCDD YTGY QELVIKTSHDD HEV S c TM-KCGGCCDD YTGH QEFVIKTSHDD MHV S c TM-KKCGNCCDECGGHQDSIVIHNISSHED RtCoV S c TM-KCGNCCDE YGGR QAGIVIHNISSHED HCoV-HKU1 S c TM-KCHNCCDE YGGH HDFVIKTSHDD SARS-CoV S c TM-GACSCGSCCKFDEDDSEPVLKGVKLHYT IBV S d TM-KKSS YYTT FDNDVVTEQYRPKKSV SARS-CoV 3a e TM-38aa- YNSV TDTIVVTEGD-101aa TfR e 19aa- YTRF SLARQVDGDNSHV-26aa-TM LDLR (proximal) e TM-17aa- YQKT TEDEVHICH-20aa LDLR (distal) e TM-34aa- YSYP SRQMVSLEDDVA CD-M6PR e TM-34aa-
SARS coronavirus spike protein,4,0.21095454692840576,PMCID:PMC549520::chunk_00000,PMCID:PMC549520,The Severe Acute Respiratory Syndrome (SARS)-coronavirus 3a protein may function as a modulator of the trafficking properties of the spike protein,Virology Journal,2005,PMC549520,Background,semantic_section,"Title: The Severe Acute Respiratory Syndrome (SARS)-coronavirus 3a protein may function as a modulator of the trafficking properties of the spike protein Section: Background Text: The recent severe acute respiratory syndrome (SARS) epidemic, which affected over 30 countries, resulted in more than 8000 cases of infection and more than 800 fatalities (World Health Organization, ). A novel coronavirus was identified as the aetiological agent of SARS [ 1 ]. Analysis of the nucleotide sequence of this novel SARS coronavirus (SARS-CoV) showed that the viral genome is nearly 30 kb in length and contains 14 potential open reading frames (ORFs) [ 2 - 4 ]. These viral proteins can be broadly classified into 3 groups; (i) the replicase 1a/1b gene products which are important for viral replication, (i"
SARS coronavirus spike protein,5,0.21211063861846924,PMCID:PMC549520::chunk_00008,PMCID:PMC549520,The Severe Acute Respiratory Syndrome (SARS)-coronavirus 3a protein may function as a modulator of the trafficking properties of the spike protein,Virology Journal,2005,PMC549520,Implication of the hypothesis,semantic_section,Title: The Severe Acute Respiratory Syndrome (SARS)-coronavirus 3a protein may function as a modulator of the trafficking properties of the spike protein Section: Implication of the hypothesis Text: . Protein Amino acid sequences in the cytoplasmic tail a TGEV S b TM-CLGSCCHSICSRRQFEN YEPI EKVHVH PRCoV S b TM-CLGSCCHSIFSRRQFEN YEPI EKVHVH CCoV S b TM-CLGSCCHSICSRGQFES YEPI EKVHVH FCoV S b TM-CLGSCCHSICSRRQFEN YEPI EKVHVH PEDV S b TM-CCGACFSGCCRGPRLQP YEAF EKVHVQ HCoV-229E S b TM-CFASSIRGCCESTKLP YYDV EKIHIQ HCoV-NL63 S b TM-CLTSSMRGCCDCGSTKLP YYEF EKVHVQ BCoV S c TM-ICGGCCDD YTGH QELVIKTSHDD HCoV-OC43 S c TM-KCGGCCDD YTGY QELVIKTSHDD HEV S c TM-KCGGCCDD YTGH QEFVIKTSHDD MHV S c
breast cancer gene expression,1,0.21268796920776367,PMCID:PMC544833::chunk_00002,PMCID:PMC544833,Identification of a three-gene expression signature of poor-prognosis breast carcinoma,Molecular Cancer,2004,PMC544833,Materials and Methods,semantic_section,"Title: Identification of a three-gene expression signature of poor-prognosis breast carcinoma Section: Materials and Methods Text: Patients and samples We analyzed samples from two series of women with primary unilateral ERα-positive breast carcinoma. ERα-positive status was determined at both the protein level by the Dextran-coated charcoal method until 1988 and enzymatic immuno-assay thereafter, and at the mRNA level by real-time quantitative RT-PCR assay [ 6 ]. The first series consisted of 100 women whose breast tumors were excised at Centre René Huguenin from 1977 to 1987. The patients (mean age 58.1 years, range 34–91) were pre- or post-menopausal (37 and 63 patients, respectively). Sixty patients received adjuvant therapy, consisting of chemotherapy alone in 14 cases, hormone therap"
breast cancer gene expression,2,0.21338766813278198,PMCID:PMC516017::chunk_00005,PMCID:PMC516017,Aberrant CBFA2T3B gene promoter methylation in breast tumors,Molecular Cancer,2004,PMC516017,Results,semantic_section,"Title: Aberrant CBFA2T3B gene promoter methylation in breast tumors Section: Results Text: . An example of the raw data real-time RT-PCR expression analysis of the CBFA2T3 transcripts is shown ( Additional file 1 ). Figure 2 CBFA2T3 gene expression levels, 5-Aza-dC re-expression and promoter activity. (A) CBFA2T3 gene expression levels were assayed using real-time RT-PCR. Several breast tumor cell line and normal tissue sample expression levels are shown. The y-axis represents mRNA mlcls expressed per 10 4 cells shown on a log scale (mean ± SD, n = 6). Fold changes in expression relative to normal breast expression are shown above each sample. The white diamonds and white squares represent expression levels of the housekeeping genes cyclophilin A (CYPA) and ATPase coupling factor 6 subunit"
breast cancer gene expression,3,0.21367430686950684,PMCID:PMC544833::chunk_00000,PMCID:PMC544833,Identification of a three-gene expression signature of poor-prognosis breast carcinoma,Molecular Cancer,2004,PMC544833,Background,semantic_section,"Title: Identification of a three-gene expression signature of poor-prognosis breast carcinoma Section: Background Text: Breast carcinoma is the most common female cancer and is showing an alarming year-on-year increase. Most patients do not die as a result of the primary tumor but from metastatic invasion. The mean 5-year relapse-free survival rate is about 60% overall, but differs significantly between patients with forms that rapidly metastasize and those with less aggressive forms. Current clinical, pathological and biological parameters, i.e. age, menopausal status, lymph-node status, macroscopic tumor size, histological grade and estrogen receptor status, fail to accurately predict clinical behavior. Breast cancer initiation and progression is a process involving multiple molecular al"
breast cancer gene expression,4,0.21885645389556885,PMCID:PMC544833::chunk_00001,PMCID:PMC544833,Identification of a three-gene expression signature of poor-prognosis breast carcinoma,Molecular Cancer,2004,PMC544833,Background,semantic_section,"Title: Identification of a three-gene expression signature of poor-prognosis breast carcinoma Section: Background Text: . These tools include cDNA microarrays, which can be used to explore the expression of thousands of genes at a time, and real-time RT-PCR assays for more accurate and quantitative studies of the expression of a smaller number of selected candidate genes. In this study, we used real-time quantitative RT-PCR assays to quantify the mRNA expression of 47 candidate prognostic molecular markers in a series of 100 ERα-positive breast tumor samples. We identified a three-gene expression signature ( BRCA2 , DNMT3B and CCNE1 ) associated with poor clinical outcome. We then tested this ""poor prognosis"" signature on an independent panel of ERα-positive breast tumor samples from a wel"
breast cancer gene expression,5,0.22013968229293823,PMCID:PMC555753::chunk_00025,PMCID:PMC555753,Gene expression signature of estrogen receptor α status in breast cancer,BMC Genomics,2005,PMC555753,Results and discussion,semantic_section,"Title: Gene expression signature of estrogen receptor α status in breast cancer Section: Results and discussion Text: . This is similar to observations made previously by Meltzer and co-workers whom showed that the majority of genes regulated in cell culture do not predict ER status in breast carcinomas [ 11 , 37 ]. This result suggests that the estrogen-responsive pathways affected in vitro represent only a minor portion of the global gene expression profiles characteristic of ERα (+) breast tumors. This maybe in great part the result of the heterogenous nature of bulk tumor tissue but in addition, the in vitro response of a single cell line to E 2 , in this particular case the widely used MCF-7 cells, may not faithfully reproduce the physiological effects of ER signaling in vivo . Cross-"
polymerase chain reaction DNA amplification,1,0.26680999994277954,PMCID:PMC554769::chunk_00027,PMCID:PMC554769,A robust method for the amplification of RNA in the sense orientation,BMC Genomics,2005,PMC554769,Methods,semantic_section,"Title: A robust method for the amplification of RNA in the sense orientation Section: Methods Text: . Immediately following this incubation, the samples temperature is decreased as quickly as possible to 50°C followed by a temperature ramp from 50°C to 4°C at the rate of 0.4°C/s (~120s ramp time) and then a hold at 4°C for 2 minutes. Second strand cDNA synthesis is accomplished by adding 7μL of 5× Second Strand Buffer, 2 μL of dNTP mix (50 mM), 4 μL of E. coli DNA polymerase I (10U/μL), and 1 μL of E. coli DNA ligase (10U/μL) followed by incubation at 16°C for 2 hours. After incubation, blunt-ending is carried out by adding 2 μL of T4 DNA polymerase (5U/μL) and incubating at 16°C for 5 minutes. The reaction is terminated by adding 3.5 μL of 0.5 M EDTA (Sigma). Double stranded cDNA is purif"
polymerase chain reaction DNA amplification,2,0.28164857625961304,PMCID:PMC509241::chunk_00020,PMCID:PMC509241,A molecular 'signature' of primary breast cancer cultures; patterns resembling tumor tissue,BMC Genomics,2004,PMC509241,Methods,semantic_section,"Title: A molecular 'signature' of primary breast cancer cultures; patterns resembling tumor tissue Section: Methods Text: . Fifty ng of cDNA was used as template for PCR amplification with specific oligonucleotide primers, (designed using Primer Express 1.5 software). Following denaturation and cycling reactions (40 cycles) the products were analyzed (Applied Biosystems 5700 Sequence Detection System). The cycle number at which the amount of amplified target reached a fixed threshold was designated as the threshold cycle (C T ). The higher the initial amount of transcript template, the lower the C T value. For quantitation of gene expression, the target gene value normalized to the expression of an endogenous reference ( β actin ) was designated as ΔC T . Relative gene expression was calcu"
polymerase chain reaction DNA amplification,3,0.2819751501083374,PMCID:PMC529439::chunk_00018,PMCID:PMC529439,A touchdown nucleic acid amplification protocol as an alternative to culture backup for immunofluorescence in the routine diagnosis of acute viral respiratory tract infections,BMC Microbiology,2004,PMC529439,Methods,semantic_section,"Title: A touchdown nucleic acid amplification protocol as an alternative to culture backup for immunofluorescence in the routine diagnosis of acute viral respiratory tract infections Section: Methods Text: . Second round volumes were made-up in Taq Buffer B (Promega) and in the final 10 μl volume contained the following final amounts: 10 mM Tris-HCl (pH 9.0), 3.5 mM MgCl 2 , 50 mM KCl, 0.1% Triton X-100, 0.2 mM of each deoxynucleoside triphosphate (dATP, dCTP, dGTP, dTTP), 0.25 units of Taq DNA polymerase (Promega) and 0.2 μM inner primers. First round amplification was performed on 2 μl of extract added to 8 μl of first round primer master-mix per well. Second round amplification was performed on 0.2 μl of the first round reaction added to 9.8 μl of second round primer master-mix per well"
polymerase chain reaction DNA amplification,4,0.2847406268119812,PMCID:PMC524485::chunk_00012,PMCID:PMC524485,Evaluation of sense-strand mRNA amplification by comparative quantitative PCR,BMC Genomics,2004,PMC524485,Discussion,semantic_section,"Title: Evaluation of sense-strand mRNA amplification by comparative quantitative PCR Section: Discussion Text: . Like version 1, the promoter contains one enzymatically-synthesized strand and like version 2 the cDNA portion is single stranded. The incorporation of an enzymatically-synthesized strand appears be a more effective initiation site for the T7 polymerase (unpublished results). Furthermore, single stranded DNA templates downstream of the ds T7 promoter have been shown to be very efficient T7 polymerase templates [ 23 , 24 ] demonstrating a 2 fold improvement in kinetics [ 24 ]. The combined increase in T7 amplification efficiency in version 1–2 may preserve the distribution of mRNA concentrations in the amplified product. Previous studies have cautioned against comparing samples u"
polymerase chain reaction DNA amplification,5,0.28594380617141724,PMCID:PMC554769::chunk_00026,PMCID:PMC554769,A robust method for the amplification of RNA in the sense orientation,BMC Genomics,2005,PMC554769,Methods,semantic_section,"Title: A robust method for the amplification of RNA in the sense orientation Section: Methods Text: . The mixture is diluted to 17.8 μL in DEPC treated water, heated at 70°C for 10 minutes, and cooled to 4°C for five minutes. First strand cDNA synthesis is accomplished by adding 6 μL of 5× First Strand Buffer, 3 μL 0.1M DTT, 1.2 μL of dNTP mix (50 mM), and 2 μL of SuperScript II reverse transcriptase followed by incubation at 42°C for 2.5 hours. After incubation, the reaction is cooled to 4°C for 2 minutes. Template RNA is hydrolyzed by adding 10 μL of 1N NaOH (Sigma) and 10 μL of 0.5M EDTA (Sigma) followed by incubation at 65°C for 15 minutes. The pH is subsequently neutralized by adding 10 μL of 1N HCl (Sigma). Hydrolyzed RNA and residual dNTPs are removed using the Minelute reaction cle"
inflammatory cytokines macrophage response,1,0.2473078966140747,PMCID:PMC551535::chunk_00003,PMCID:PMC551535,Polarized monocyte response to cytokine stimulation,Genome Biology,2005,PMC551535,Background,semantic_section,"Title: Polarized monocyte response to cytokine stimulation Section: Background Text: . The stringent dichotomy describing a classical activation of MPs into mature antigen-presenting cells caused by IFN-γ and an alternative induction into macrophages induced by IL-4 and IL-13 may not apply to physiological conditions in which the microenvironment responds to pathogen exposure with a broad array of cytokine secretion. We therefore investigated whether polarized responses of MPs to pathogens are extreme behaviors that can be observed in vitro by studying a few illustrative cytokines or whether they represent a mandatory molecular switch through which most cytokines operate. Thus, we stimulated non-conditioned CD14 + MPs with LPS for 1 hour. The MPs were then exposed to an array of different "
inflammatory cytokines macrophage response,2,0.24864161014556885,PMCID:PMC551535::chunk_00000,PMCID:PMC551535,Polarized monocyte response to cytokine stimulation,Genome Biology,2005,PMC551535,Background,semantic_section,"Title: Polarized monocyte response to cytokine stimulation Section: Background Text: Resident and recruited mononuclear phagocytes (MPs) display a versatile phenotype that reflects the plasticity of these cells in response to microenvironmental signals. This heterogeneity spans a continuous spectrum that can be polarized into two extremes recently described by Mantovani et al . [ 1 ]. Pathogen stimulation exemplified, for instance, by lipopolysaccharide (LPS) stimulation in the presence of interferon (IFN)-γ induces M1 MPs through engagement of Toll-like receptors (TLRs). M1 MPs are true antigen-presenting cells capable not only of killing invading organisms but of concomitantly recruiting and activating immune effector cells [ 2 , 3 ]. Treatment of MPs with type II cytokines such as inter"
