record_id,too_short_abstract,empty_title,empty_abstract,empty_body,encoding_issue,duplicate_title_abstract,quality_decision
pmc_000058,True,False,True,False,False,False,keep_with_warning
pmc_000059,True,False,True,False,False,False,keep_with_warning
pmc_000060,True,False,True,False,False,False,keep_with_warning
pmc_000061,True,False,True,False,False,False,keep_with_warning
pmc_000062,False,False,False,False,False,False,keep
pmc_000063,False,False,False,False,False,False,keep
pmc_000064,False,False,False,False,False,False,keep
pmc_000065,False,False,False,False,False,False,keep
pmc_000066,True,False,True,False,False,False,keep_with_warning
pmc_000067,False,False,False,False,False,False,keep
pmc_000068,False,False,False,False,False,False,keep
pmc_000069,False,False,False,False,False,False,keep
pmc_000070,False,False,False,False,False,False,keep
pmc_000071,False,False,False,False,False,False,keep
pmc_000072,False,False,False,False,False,False,keep
pmc_000073,False,False,False,False,False,False,keep
pmc_000074,False,False,False,False,False,False,keep
pmc_000075,False,False,False,False,False,False,keep
pmc_000076,True,False,True,False,False,False,keep_with_warning
pmc_000077,False,False,False,False,False,False,keep
pmc_000078,False,False,False,False,False,False,keep
pmc_000079,True,False,False,False,False,False,keep_with_warning
pmc_000080,True,False,False,False,False,False,keep_with_warning
pmc_000081,True,False,False,False,False,False,keep_with_warning
pmc_000082,False,False,False,False,False,False,keep
pmc_000083,True,False,False,False,False,False,keep_with_warning
pmc_000084,False,False,False,False,False,False,keep
pmc_000085,False,False,False,False,False,False,keep
pmc_000086,False,False,False,False,False,False,keep
pmc_000087,True,False,True,False,False,False,keep_with_warning
pmc_000088,True,False,True,False,False,False,keep_with_warning
pmc_000089,True,False,True,False,False,False,keep_with_warning
pmc_000090,True,False,True,False,False,False,keep_with_warning
pmc_000091,True,False,True,False,False,False,keep_with_warning
pmc_000092,True,False,False,False,False,False,keep_with_warning
pmc_000093,True,False,False,False,False,False,keep_with_warning
pmc_000094,True,False,True,False,False,False,keep_with_warning
pmc_000095,False,False,False,False,False,False,keep
pmc_000096,False,False,False,False,False,False,keep
pmc_000097,True,False,False,False,False,False,keep_with_warning
pmc_000098,True,False,True,False,False,False,keep_with_warning
pmc_000099,False,False,False,False,False,False,keep
pmc_000100,False,False,False,False,False,False,keep
pmc_000101,False,False,False,False,False,False,keep
pmc_000102,False,False,False,False,False,False,keep
pmc_000103,False,False,False,False,False,False,keep
pmc_000104,False,False,False,False,False,False,keep
pmc_000105,False,False,False,False,False,False,keep
pmc_000106,False,False,False,False,False,False,keep
pmc_000107,False,False,False,False,False,False,keep
pmc_000108,False,False,False,False,False,False,keep
pmc_000109,False,False,False,False,False,False,keep
pmc_000110,True,False,True,False,False,False,keep_with_warning
pmc_000111,False,False,False,False,False,False,keep
pmc_000112,False,False,False,False,False,False,keep
pmc_000113,False,False,False,False,False,False,keep
pmc_000114,False,False,False,False,False,False,keep
pmc_000115,True,False,True,False,False,False,keep_with_warning
pmc_000116,False,False,False,False,False,False,keep
pmc_000117,False,False,False,False,False,False,keep
pmc_000118,False,False,False,False,False,False,keep
pmc_000119,True,False,False,False,False,False,keep_with_warning
pmc_000120,True,False,True,False,False,False,keep_with_warning
pmc_000121,True,False,True,False,False,False,keep_with_warning
pmc_000122,True,False,True,False,False,False,keep_with_warning
pmc_000123,True,False,True,False,False,False,keep_with_warning
pmc_000124,True,False,False,False,False,False,keep_with_warning
pmc_000125,True,False,True,False,False,False,keep_with_warning
pmc_000126,True,False,True,False,False,False,keep_with_warning
pmc_000127,False,False,False,False,False,False,keep
pmc_000128,True,False,True,False,False,False,keep_with_warning
pmc_000129,False,False,False,False,False,False,keep
pmc_000130,False,False,False,False,False,False,keep
pmc_000131,True,False,True,False,False,False,keep_with_warning
pmc_000132,True,False,True,False,False,False,keep_with_warning
pmc_000133,False,False,False,False,False,False,keep
pmc_000134,True,False,True,False,False,False,keep_with_warning
pmc_000135,False,False,False,False,False,False,keep
pmc_000136,False,False,False,False,False,False,keep
pmc_000137,False,False,False,False,False,False,keep
pmc_000138,True,False,True,False,False,False,keep_with_warning
pmc_000139,False,False,False,False,False,False,keep
pmc_000140,False,False,False,False,False,False,keep
pmc_000141,False,False,False,False,False,False,keep
pmc_000142,False,False,False,False,False,False,keep
pmc_000143,False,False,False,False,False,False,keep
pmc_000144,True,False,True,False,False,False,keep_with_warning
pmc_000145,False,False,False,False,False,False,keep
pmc_000146,False,False,False,False,False,False,keep
pmc_000147,False,False,False,False,False,False,keep
pmc_000148,True,False,True,False,False,False,keep_with_warning
pmc_000149,False,False,False,False,False,False,keep
pmc_000150,False,False,False,False,False,False,keep
pmc_000151,True,False,True,False,False,False,keep_with_warning
pmc_000152,True,False,True,False,False,False,keep_with_warning
pmc_000153,True,False,True,False,False,False,keep_with_warning
pmc_000154,False,False,False,False,False,False,keep
pmc_000155,False,False,False,False,False,False,keep
pmc_000156,False,False,False,False,False,False,keep
pmc_000157,False,False,False,False,False,False,keep
pmc_000158,True,False,True,False,False,False,keep_with_warning
pmc_000159,True,False,True,False,False,False,keep_with_warning
pmc_000160,False,False,False,False,False,False,keep
pmc_000161,True,False,True,False,False,False,keep_with_warning
pmc_000162,False,False,False,False,False,False,keep
pmc_000163,False,False,False,False,False,False,keep
pmc_000164,False,False,False,False,False,False,keep
pmc_000165,True,False,False,False,False,False,keep_with_warning
pmc_000166,False,False,False,False,False,False,keep
pmc_000167,False,False,False,False,False,False,keep
pmc_000168,False,False,False,False,False,False,keep
pmc_000169,False,False,False,False,False,False,keep
pmc_000170,False,False,False,False,False,False,keep
pmc_000171,True,False,True,False,False,False,keep_with_warning
pmc_000172,True,False,False,False,False,False,keep_with_warning
pmc_000173,False,False,False,False,False,False,keep
pmc_000174,False,False,False,False,False,False,keep
pmc_000175,True,False,False,False,False,False,keep_with_warning
pmc_000176,False,False,False,False,False,False,keep
pmc_000177,False,False,False,False,False,False,keep
pmc_000178,False,False,False,False,False,False,keep
pmc_000179,False,False,False,False,False,False,keep
pmc_000180,True,False,False,False,False,False,keep_with_warning
pmc_000181,True,False,False,False,False,False,keep_with_warning
pmc_000182,True,False,False,False,False,False,keep_with_warning
pmc_000183,True,False,False,False,False,False,keep_with_warning
pmc_000184,True,False,False,False,False,False,keep_with_warning
pmc_000185,False,False,False,False,False,False,keep
pmc_000186,True,False,True,False,False,False,keep_with_warning
pmc_000187,False,False,False,False,False,False,keep
pmc_000188,True,False,True,False,False,False,keep_with_warning
pmc_000189,False,False,False,False,False,False,keep
pmc_000190,False,False,False,False,False,False,keep
pmc_000191,False,False,False,False,False,False,keep
pmc_000192,False,False,False,False,False,False,keep
pmc_000193,False,False,False,False,False,False,keep
pmc_000194,False,False,False,False,False,False,keep
pmc_000195,False,False,False,False,False,False,keep
pmc_000196,False,False,False,False,False,False,keep
pmc_000197,False,False,False,False,False,False,keep
pmc_000198,False,False,False,False,False,False,keep
pmc_000199,False,False,False,False,False,False,keep
pmc_000200,True,False,True,False,False,False,keep_with_warning
pmc_000201,False,False,False,False,False,False,keep
pmc_000202,True,False,True,False,False,False,keep_with_warning
pmc_000203,False,False,False,False,False,False,keep
pmc_000204,False,False,False,False,False,False,keep
pmc_000205,True,False,False,False,False,False,keep_with_warning
pmc_000206,False,False,False,False,False,False,keep
pmc_000207,False,False,False,False,False,False,keep
pmc_000208,True,False,True,False,False,False,keep_with_warning
pmc_000209,False,False,False,False,False,False,keep
pmc_000210,False,False,False,False,False,False,keep
pmc_000211,False,False,False,False,False,False,keep
pmc_000212,True,False,True,False,False,False,keep_with_warning
pmc_000213,True,False,False,False,False,False,keep_with_warning
pmc_000214,True,False,True,False,False,False,keep_with_warning
pmc_000215,True,False,False,False,False,False,keep_with_warning
pmc_000216,False,False,False,False,False,False,keep
pmc_000217,False,False,False,False,False,False,keep
pmc_000218,False,False,False,False,False,False,keep
pmc_000219,True,False,True,False,False,False,keep_with_warning
pmc_000220,True,False,True,False,False,False,keep_with_warning
pmc_000221,True,False,True,False,False,False,keep_with_warning
pmc_000222,True,False,True,False,False,False,keep_with_warning
pmc_000223,True,False,True,False,False,False,keep_with_warning
pmc_000224,False,False,False,False,False,False,keep
pmc_000225,False,False,False,False,False,False,keep
pmc_000226,False,False,False,False,False,False,keep
pmc_000227,False,False,False,False,False,False,keep
pmc_000228,True,False,True,False,False,False,keep_with_warning
pmc_000229,False,False,False,False,False,False,keep
pmc_000230,True,False,True,False,False,False,keep_with_warning
pmc_000231,True,False,True,False,False,False,keep_with_warning
pmc_000232,True,False,True,False,False,False,keep_with_warning
pmc_000233,True,False,True,False,False,False,keep_with_warning
pmc_000234,False,False,False,False,False,False,keep
pmc_000235,False,False,False,False,False,False,keep
pmc_000236,False,False,False,False,False,False,keep
pmc_000237,False,False,False,False,False,False,keep
pmc_000238,False,False,False,False,False,False,keep
pmc_000239,False,False,False,False,False,False,keep
pmc_000240,False,False,False,False,False,False,keep
pmc_000241,False,False,False,False,False,False,keep
pmc_000242,True,False,True,False,False,False,keep_with_warning
pmc_000243,True,False,True,False,False,False,keep_with_warning
pmc_000244,False,False,False,False,False,False,keep
pmc_000245,False,False,False,False,False,False,keep
pmc_000246,True,False,True,False,False,False,keep_with_warning
pmc_000247,True,False,True,False,False,False,keep_with_warning
pmc_000248,False,False,False,False,False,False,keep
pmc_000249,False,False,False,False,False,False,keep
pmc_000250,False,False,False,False,False,False,keep
pmc_000251,False,False,False,False,False,False,keep
pmc_000252,False,False,False,False,False,False,keep
pmc_000253,True,False,False,False,False,False,keep_with_warning
pmc_000254,False,False,False,False,False,False,keep
pmc_000255,True,False,True,False,False,False,keep_with_warning
pmc_000256,False,False,False,False,False,False,keep
pmc_000257,True,False,True,False,False,False,keep_with_warning
pmc_000258,True,False,True,False,False,False,keep_with_warning
pmc_000259,False,False,False,False,False,False,keep
pmc_000260,True,False,True,False,False,False,keep_with_warning
pmc_000261,True,False,True,False,False,False,keep_with_warning
pmc_000262,True,False,True,False,False,False,keep_with_warning
pmc_000263,False,False,False,False,False,False,keep
pmc_000264,False,False,False,False,False,False,keep
pmc_000265,False,False,False,False,False,False,keep
pmc_000266,False,False,False,False,False,False,keep
pmc_000267,False,False,False,False,False,False,keep
pmc_000268,False,False,False,False,False,False,keep
pmc_000269,False,False,False,False,False,False,keep
pmc_000270,False,False,False,False,False,False,keep
pmc_000271,False,False,False,False,False,False,keep
pmc_000272,False,False,False,False,False,False,keep
pmc_000273,False,False,False,False,False,False,keep
pmc_000274,False,False,False,False,False,False,keep
pmc_000275,False,False,False,False,False,False,keep
pmc_000276,False,False,False,False,False,False,keep
pmc_000277,False,False,False,False,False,False,keep
pmc_000278,False,False,False,False,False,False,keep
pmc_000279,False,False,False,False,False,False,keep
pmc_000280,False,False,False,False,False,False,keep
pmc_000281,False,False,False,False,False,False,keep
pmc_000282,False,False,False,False,False,False,keep
pmc_000283,True,False,True,False,False,False,keep_with_warning
pmc_000284,True,False,True,False,False,False,keep_with_warning
pmc_000285,False,False,False,False,False,False,keep
pmc_000286,True,False,True,False,False,False,keep_with_warning
pmc_000287,False,False,False,False,False,False,keep
pmc_000288,False,False,False,False,False,False,keep
pmc_000289,False,False,False,False,False,False,keep
pmc_000290,False,False,False,False,False,False,keep
pmc_000291,True,False,True,False,False,False,keep_with_warning
pmc_000292,False,False,False,False,False,False,keep
pmc_000293,False,False,False,False,False,False,keep
pmc_000294,False,False,False,False,False,False,keep
pmc_000295,False,False,False,False,False,False,keep
pmc_000296,False,False,False,False,False,False,keep
pmc_000297,False,False,False,False,False,False,keep
pmc_000298,False,False,False,False,False,False,keep
pmc_000299,False,False,False,False,False,False,keep
pmc_000300,False,False,False,False,False,False,keep
pmc_000301,False,False,False,False,False,False,keep
pmc_000302,False,False,False,False,False,False,keep
pmc_000303,False,False,False,False,False,False,keep
pmc_000304,False,False,False,False,False,False,keep
pmc_000305,True,False,True,False,False,False,keep_with_warning
pmc_000306,True,False,True,False,False,False,keep_with_warning
pmc_000307,True,False,True,False,False,False,keep_with_warning
pmc_000308,False,False,False,False,False,False,keep
pmc_000309,False,False,False,False,False,False,keep
pmc_000310,True,False,True,False,False,False,keep_with_warning
pmc_000311,False,False,False,False,False,False,keep
pmc_000312,False,False,False,False,False,False,keep
pmc_000313,False,False,False,False,False,False,keep
pmc_000314,False,False,False,False,False,False,keep
pmc_000315,False,False,False,False,False,False,keep
pmc_000316,False,False,False,False,False,False,keep
pmc_000317,False,False,False,False,False,False,keep
pmc_000318,False,False,False,False,False,False,keep
pmc_000319,False,False,False,False,False,False,keep
pmc_000320,False,False,False,False,False,False,keep
pmc_000321,False,False,False,False,False,False,keep
pmc_000322,False,False,False,False,False,False,keep
pmc_000323,False,False,False,False,False,False,keep
pmc_000324,False,False,False,False,False,False,keep
pmc_000325,False,False,False,False,False,False,keep
pmc_000326,False,False,False,False,False,False,keep
pmc_000327,False,False,False,False,False,False,keep
pmc_000328,False,False,False,False,False,False,keep
pmc_000329,True,False,True,False,False,False,keep_with_warning
pmc_000330,False,False,False,False,False,False,keep
pmc_000331,False,False,False,False,False,False,keep
pmc_000332,False,False,False,False,False,False,keep
pmc_000333,False,False,False,False,False,False,keep
pmc_000334,False,False,False,False,False,False,keep
pmc_000335,False,False,False,False,False,False,keep
pmc_000336,False,False,False,False,False,False,keep
pmc_000337,False,False,False,False,False,False,keep
pmc_000338,False,False,False,False,False,False,keep
pmc_000339,False,False,False,False,False,False,keep
pmc_000340,False,False,False,False,False,False,keep
pmc_000341,False,False,False,False,False,False,keep
pmc_000342,False,False,False,False,False,False,keep
pmc_000343,False,False,False,False,False,False,keep
pmc_000344,False,False,False,False,False,False,keep
pmc_000345,False,False,False,False,False,False,keep
pmc_000346,False,False,False,False,False,False,keep
pmc_000347,False,False,False,False,False,False,keep
pmc_000348,False,False,False,False,False,False,keep
pmc_000349,False,False,False,False,False,False,keep
pmc_000350,False,False,False,False,False,False,keep
pmc_000351,False,False,False,False,False,False,keep
pmc_000352,False,False,False,False,False,False,keep
pmc_000353,False,False,False,False,False,False,keep
pmc_000354,False,False,False,False,False,False,keep
pmc_000355,False,False,False,False,False,False,keep
pmc_000356,False,False,False,False,False,False,keep
pmc_000357,False,False,False,False,False,False,keep
pmc_000358,False,False,False,False,False,False,keep
pmc_000359,False,False,False,False,False,False,keep
pmc_000360,False,False,False,False,False,False,keep
pmc_000361,False,False,False,False,False,False,keep
pmc_000362,False,False,False,False,False,False,keep
pmc_000363,False,False,False,False,False,False,keep
pmc_000364,False,False,False,False,False,False,keep
pmc_000365,False,False,False,False,False,False,keep
pmc_000366,False,False,False,False,False,False,keep
pmc_000367,False,False,False,False,False,False,keep
pmc_000368,False,False,False,False,False,False,keep
pmc_000369,False,False,False,False,False,False,keep
pmc_000370,False,False,False,False,False,False,keep
pmc_000371,False,False,False,False,False,False,keep
pmc_000372,False,False,False,False,False,False,keep
pmc_000373,False,False,False,False,False,False,keep
pmc_000374,False,False,False,False,False,False,keep
pmc_000375,False,False,False,False,False,False,keep
pmc_000376,False,False,False,False,False,False,keep
pmc_000377,False,False,False,False,False,False,keep
pmc_000378,False,False,False,False,False,False,keep
pmc_000379,False,False,False,False,False,False,keep
pmc_000380,False,False,False,False,False,False,keep
pmc_000381,False,False,False,False,False,False,keep
pmc_000382,False,False,False,False,False,False,keep
pmc_000383,False,False,False,False,False,False,keep
pmc_000384,False,False,False,False,False,False,keep
pmc_000385,False,False,False,False,False,False,keep
pmc_000386,False,False,False,False,False,False,keep
pmc_000387,True,False,False,False,False,False,keep_with_warning
pmc_000388,False,False,False,False,False,False,keep
pmc_000389,False,False,False,False,False,False,keep
pmc_000390,False,False,False,False,False,False,keep
pmc_000391,True,False,True,False,False,False,keep_with_warning
pmc_000392,True,False,False,False,False,False,keep_with_warning
pmc_000393,False,False,False,False,False,False,keep
pmc_000394,False,False,False,False,False,False,keep
pmc_000395,False,False,False,False,False,False,keep
pmc_000396,False,False,False,False,False,False,keep
pmc_000397,False,False,False,False,False,False,keep
pmc_000398,False,False,False,False,False,False,keep
pmc_000399,False,False,False,False,False,False,keep
pmc_000400,False,False,False,False,False,False,keep
pmc_000401,False,False,False,False,False,False,keep
pmc_000402,False,False,False,False,False,False,keep
pmc_000403,True,False,True,False,False,False,keep_with_warning
pmc_000404,True,False,True,False,False,False,keep_with_warning
pmc_000405,True,False,True,False,False,False,keep_with_warning
pmc_000406,True,False,False,False,False,False,keep_with_warning
pmc_000407,True,False,True,False,False,False,keep_with_warning
pmc_000408,False,False,False,False,False,False,keep
pmc_000409,True,False,True,False,False,False,keep_with_warning
pmc_000410,True,False,True,False,False,False,keep_with_warning
pmc_000411,True,False,False,False,False,False,keep_with_warning
pmc_000412,False,False,False,False,False,False,keep
pmc_000413,True,False,True,False,False,False,keep_with_warning
pmc_000414,True,False,True,False,False,False,keep_with_warning
pmc_000415,True,False,True,False,False,False,keep_with_warning
pmc_000416,True,False,True,False,False,False,keep_with_warning
pmc_000417,True,False,True,False,False,False,keep_with_warning
pmc_000418,False,False,False,False,False,False,keep
pmc_000419,False,False,False,False,False,False,keep
pmc_000420,False,False,False,False,False,False,keep
pmc_000421,False,False,False,False,False,False,keep
pmc_000422,False,False,False,False,False,False,keep
pmc_000423,True,False,True,False,False,False,keep_with_warning
pmc_000424,True,False,True,False,False,False,keep_with_warning
pmc_000425,True,False,True,False,False,False,keep_with_warning
pmc_000426,True,False,True,False,False,False,keep_with_warning
pmc_000427,True,False,True,False,False,False,keep_with_warning
pmc_000428,False,False,False,False,False,False,keep
pmc_000429,False,False,False,False,False,False,keep
pmc_000430,False,False,False,False,False,False,keep
pmc_000431,False,False,False,False,False,False,keep
pmc_000432,False,False,False,False,False,False,keep
pmc_000433,False,False,False,False,False,False,keep
pmc_000434,False,False,False,False,False,False,keep
pmc_000435,False,False,False,False,False,False,keep
pmc_000436,False,False,False,False,False,False,keep
pmc_000437,False,False,False,False,False,False,keep
pmc_000438,False,False,False,False,False,False,keep
pmc_000439,False,False,False,False,False,False,keep
pmc_000440,False,False,False,False,False,False,keep
pmc_000441,False,False,False,False,False,False,keep
pmc_000442,False,False,False,False,False,False,keep
pmc_000443,False,False,False,False,False,False,keep
pmc_000444,False,False,False,False,False,False,keep
pmc_000445,False,False,False,False,False,False,keep
pmc_000446,False,False,False,False,False,False,keep
pmc_000447,False,False,False,False,False,False,keep
pmc_000448,False,False,False,False,False,False,keep
pmc_000449,False,False,False,False,False,False,keep
pmc_000450,False,False,False,False,False,False,keep
pmc_000451,False,False,False,False,False,False,keep
pmc_000452,False,False,False,False,False,False,keep
pmc_000453,False,False,False,False,False,False,keep
pmc_000454,False,False,False,False,False,False,keep
pmc_000455,False,False,False,False,False,False,keep
pmc_000456,False,False,False,False,False,False,keep
pmc_000457,False,False,False,False,False,False,keep
pmc_000458,False,False,False,False,False,False,keep
pmc_000459,False,False,False,False,False,False,keep
pmc_000460,False,False,False,False,False,False,keep
pmc_000461,False,False,False,False,False,False,keep
pmc_000462,False,False,False,False,False,False,keep
pmc_000463,False,False,False,False,False,False,keep
pmc_000464,False,False,False,False,False,False,keep
pmc_000465,True,False,True,False,False,False,keep_with_warning
pmc_000466,True,False,True,False,False,False,keep_with_warning
pmc_000467,False,False,False,False,False,False,keep
pmc_000468,True,False,True,False,False,False,keep_with_warning
pmc_000469,False,False,False,False,False,False,keep
pmc_000470,False,False,False,False,False,False,keep
pmc_000471,False,False,False,False,False,False,keep
pmc_000472,False,False,False,False,False,False,keep
pmc_000473,False,False,False,False,False,False,keep
pmc_000474,False,False,False,False,False,False,keep
pmc_000475,False,False,False,False,False,False,keep
pmc_000476,False,False,False,False,False,False,keep
pmc_000477,False,False,False,False,False,False,keep
pmc_000478,False,False,False,False,False,False,keep
pmc_000479,False,False,False,False,False,False,keep
pmc_000480,False,False,False,False,False,False,keep
pmc_000481,False,False,False,False,False,False,keep
pmc_000482,False,False,False,False,False,False,keep
pmc_000483,False,False,False,False,False,False,keep
pmc_000484,False,False,False,False,False,False,keep
pmc_000485,True,False,True,False,False,False,keep_with_warning
pmc_000486,False,False,False,False,False,False,keep
pmc_000487,False,False,False,False,False,False,keep
pmc_000488,False,False,False,False,False,False,keep
pmc_000489,False,False,False,False,False,False,keep
pmc_000490,False,False,False,False,False,False,keep
pmc_000491,False,False,False,False,False,False,keep
pmc_000492,False,False,False,False,False,False,keep
pmc_000493,False,False,False,False,False,False,keep
pmc_000494,False,False,False,False,False,False,keep
pmc_000495,False,False,False,False,False,False,keep
pmc_000496,False,False,False,False,False,False,keep
pmc_000497,False,False,False,False,False,False,keep
pmc_000498,False,False,False,False,False,False,keep
pmc_000499,False,False,False,False,False,False,keep
pmc_000500,False,False,False,False,False,False,keep
pmc_000501,False,False,False,False,False,False,keep
pmc_000502,False,False,False,False,False,False,keep
pmc_000503,False,False,False,False,False,False,keep
pmc_000504,False,False,False,False,False,False,keep
pmc_000505,False,False,False,False,False,False,keep
pmc_000506,False,False,False,False,False,False,keep
pmc_000507,False,False,False,False,False,False,keep
pmc_000508,False,False,False,False,False,False,keep
pmc_000509,False,False,False,False,False,False,keep
pmc_000510,False,False,False,False,False,False,keep
pmc_000511,False,False,False,False,False,False,keep
pmc_000512,False,False,False,False,False,False,keep
pmc_000513,False,False,False,False,False,False,keep
pmc_000514,False,False,False,False,False,False,keep
pmc_000515,False,False,False,False,False,False,keep
pmc_000516,False,False,False,False,False,False,keep
pmc_000517,False,False,False,False,False,False,keep
pmc_000518,False,False,False,False,False,False,keep
pmc_000519,False,False,False,False,False,False,keep
pmc_000520,False,False,False,False,False,False,keep
pmc_000521,False,False,False,False,False,False,keep
pmc_000522,False,False,False,False,False,False,keep
pmc_000523,False,False,False,False,False,False,keep
pmc_000524,False,False,False,False,False,False,keep
pmc_000525,False,False,False,False,False,False,keep
pmc_000526,False,False,False,False,False,False,keep
pmc_000527,False,False,False,False,False,False,keep
pmc_000528,False,False,False,False,False,False,keep
pmc_000529,False,False,False,False,False,False,keep
pmc_000530,False,False,False,False,False,False,keep
pmc_000531,False,False,False,False,False,False,keep
pmc_000532,False,False,False,False,False,False,keep
pmc_000533,False,False,False,False,False,False,keep
pmc_000534,False,False,False,False,False,False,keep
pmc_000535,False,False,False,False,False,False,keep
pmc_000536,False,False,False,False,False,False,keep
pmc_000537,False,False,False,False,False,False,keep
pmc_000538,False,False,False,False,False,False,keep
pmc_000539,False,False,False,False,False,False,keep
pmc_000540,False,False,False,False,False,False,keep
pmc_000541,False,False,False,False,False,False,keep
pmc_000542,False,False,False,False,False,False,keep
pmc_000543,False,False,False,False,False,False,keep
pmc_000544,False,False,False,False,False,False,keep
pmc_000545,False,False,False,False,False,False,keep
pmc_000546,False,False,False,False,False,False,keep
pmc_000547,False,False,False,False,False,False,keep
pmc_000548,False,False,False,False,False,False,keep
pmc_000549,False,False,False,False,False,False,keep
pmc_000550,False,False,False,False,False,False,keep
pmc_000551,False,False,False,False,False,False,keep
pmc_000552,False,False,False,False,False,False,keep
pmc_000553,False,False,False,False,False,False,keep
pmc_000554,False,False,False,False,False,False,keep
pmc_000555,False,False,False,False,False,False,keep
pmc_000556,False,False,False,False,False,False,keep
pmc_000557,False,False,False,False,False,False,keep
pmc_000558,False,False,False,False,False,False,keep
pmc_000559,False,False,False,False,False,False,keep
pmc_000560,False,False,False,False,False,False,keep
pmc_000561,False,False,False,False,False,False,keep
pmc_000562,False,False,False,False,False,False,keep
pmc_000563,False,False,False,False,False,False,keep
pmc_000564,False,False,False,False,False,False,keep
pmc_000565,False,False,False,False,False,False,keep
pmc_000566,False,False,False,False,False,False,keep
pmc_000567,False,False,False,False,False,False,keep
pmc_000568,False,False,False,False,False,False,keep
pmc_000569,True,False,True,False,False,False,keep_with_warning
pmc_000570,False,False,False,False,False,False,keep
pmc_000571,True,False,True,False,False,False,keep_with_warning
pmc_000572,True,False,True,False,False,False,keep_with_warning
pmc_000573,False,False,False,False,False,False,keep
pmc_000574,False,False,False,False,False,False,keep
pmc_000575,False,False,False,False,False,False,keep
pmc_000576,False,False,False,False,False,False,keep
pmc_000577,False,False,False,False,False,False,keep
pmc_000578,False,False,False,False,False,False,keep
pmc_000579,False,False,False,False,False,False,keep
pmc_000580,False,False,False,False,False,False,keep
pmc_000581,False,False,False,False,False,False,keep
pmc_000582,False,False,False,False,False,False,keep
pmc_000583,False,False,False,False,False,False,keep
pmc_000584,False,False,False,False,False,False,keep
pmc_000585,False,False,False,False,False,False,keep
pmc_000586,False,False,False,False,False,False,keep
pmc_000587,False,False,False,False,False,False,keep
pmc_000588,False,False,False,False,False,False,keep
pmc_000589,False,False,False,False,False,False,keep
pmc_000590,False,False,False,False,False,False,keep
pmc_000591,False,False,False,False,False,False,keep
pmc_000592,False,False,False,False,False,False,keep
pmc_000593,False,False,False,False,False,False,keep
pmc_000594,False,False,False,False,False,False,keep
pmc_000595,False,False,False,False,False,False,keep
pmc_000596,False,False,False,False,False,False,keep
pmc_000597,False,False,False,False,False,False,keep
pmc_000598,False,False,False,False,False,False,keep
