record_id,source_file,full_token_len,estimated_chunks_full,section_title_count,has_any_section_title,has_introduction,has_methods,has_results,has_discussion,has_conclusion
pmc_000047,PMC000xxxxxx/PMC314468.xml,3229,10,0,False,False,False,False,False,False
pmc_000048,PMC000xxxxxx/PMC314469.xml,9872,31,16,True,True,True,True,True,False
pmc_000049,PMC000xxxxxx/PMC314470.xml,786,3,0,False,False,False,False,False,False
pmc_000050,PMC000xxxxxx/PMC314471.xml,2427,8,2,True,False,False,False,False,False
pmc_000051,PMC000xxxxxx/PMC314472.xml,10483,33,15,True,True,True,True,True,False
pmc_000052,PMC000xxxxxx/PMC314473.xml,776,3,0,False,False,False,False,False,False
pmc_000053,PMC000xxxxxx/PMC314474.xml,12260,39,11,True,True,True,True,True,False
pmc_000054,PMC000xxxxxx/PMC314475.xml,1040,3,3,True,False,False,False,False,False
pmc_000055,PMC000xxxxxx/PMC314476.xml,886,3,0,False,False,False,False,False,False
pmc_000056,PMC000xxxxxx/PMC314477.xml,3318,11,5,True,False,False,False,False,False
pmc_000057,PMC000xxxxxx/PMC314478.xml,909,3,0,False,False,False,False,False,False
pmc_000058,PMC000xxxxxx/PMC314479.xml,758,3,0,False,False,False,False,False,False
pmc_000059,PMC000xxxxxx/PMC314480.xml,787,3,0,False,False,False,False,False,False
pmc_000060,PMC000xxxxxx/PMC314481.xml,657,2,0,False,False,False,False,False,False
pmc_000061,PMC000xxxxxx/PMC314482.xml,780,3,0,False,False,False,False,False,False
pmc_000062,PMC000xxxxxx/PMC314483.xml,1573,5,4,True,False,False,False,False,False
pmc_000063,PMC000xxxxxx/PMC317275.xml,10267,32,19,True,True,True,True,True,False
pmc_000064,PMC000xxxxxx/PMC322746.xml,4917,16,4,True,False,False,False,False,False
pmc_000065,PMC000xxxxxx/PMC338072.xml,8390,26,17,True,True,True,True,True,False
pmc_000066,PMC000xxxxxx/PMC340127.xml,1026,3,0,False,False,False,False,False,False
pmc_000067,PMC000xxxxxx/PMC340937.xml,10592,33,14,True,True,True,True,True,False
pmc_000068,PMC000xxxxxx/PMC340938.xml,12538,39,26,True,True,True,True,True,False
pmc_000069,PMC000xxxxxx/PMC340939.xml,1428,5,0,False,False,False,False,False,False
pmc_000070,PMC000xxxxxx/PMC340940.xml,11221,35,18,True,True,True,True,True,False
pmc_000071,PMC000xxxxxx/PMC340941.xml,14994,47,24,True,True,True,True,True,False
pmc_000072,PMC000xxxxxx/PMC340942.xml,13111,41,22,True,True,True,True,True,False
pmc_000073,PMC000xxxxxx/PMC340943.xml,3177,10,2,True,False,False,False,False,False
pmc_000074,PMC000xxxxxx/PMC340944.xml,8337,26,14,True,True,True,True,True,False
pmc_000075,PMC000xxxxxx/PMC340945.xml,1714,6,0,False,False,False,False,False,False
pmc_000076,PMC000xxxxxx/PMC340946.xml,844,3,0,False,False,False,False,False,False
pmc_000077,PMC000xxxxxx/PMC340947.xml,8968,28,7,True,True,True,True,True,False
pmc_000078,PMC000xxxxxx/PMC340948.xml,10111,32,11,True,True,True,True,True,False
pmc_000079,PMC000xxxxxx/PMC340949.xml,3834,12,6,True,False,False,False,False,False
pmc_000080,PMC000xxxxxx/PMC340950.xml,1130,4,0,False,False,False,False,False,False
pmc_000081,PMC000xxxxxx/PMC340951.xml,1297,4,0,False,False,False,False,False,False
pmc_000082,PMC000xxxxxx/PMC340952.xml,13542,43,14,True,True,True,True,True,False
pmc_000083,PMC000xxxxxx/PMC340953.xml,949,3,0,False,False,False,False,False,False
pmc_000084,PMC000xxxxxx/PMC340954.xml,3589,11,4,True,False,False,False,False,False
pmc_000085,PMC000xxxxxx/PMC340955.xml,4132,13,5,True,False,False,False,False,False
pmc_000086,PMC000xxxxxx/PMC340956.xml,4048,13,5,True,False,False,False,False,False
pmc_000087,PMC000xxxxxx/PMC340957.xml,587,2,0,False,False,False,False,False,False
pmc_000088,PMC000xxxxxx/PMC340958.xml,862,3,0,False,False,False,False,False,False
pmc_000089,PMC000xxxxxx/PMC340959.xml,911,3,0,False,False,False,False,False,False
pmc_000090,PMC000xxxxxx/PMC340960.xml,767,3,0,False,False,False,False,False,False
pmc_000091,PMC000xxxxxx/PMC340961.xml,646,2,0,False,False,False,False,False,False
pmc_000092,PMC000xxxxxx/PMC340962.xml,943,3,0,False,False,False,False,False,False
pmc_000093,PMC000xxxxxx/PMC340963.xml,1217,4,0,False,False,False,False,False,False
pmc_000094,PMC000xxxxxx/PMC340964.xml,784,3,0,False,False,False,False,False,False
pmc_000095,PMC000xxxxxx/PMC350664.xml,12144,38,16,True,True,True,True,True,False
pmc_000096,PMC000xxxxxx/PMC350667.xml,12408,39,19,True,True,True,True,True,False
pmc_000097,PMC000xxxxxx/PMC350672.xml,956,3,0,False,False,False,False,False,False
pmc_000098,PMC000xxxxxx/PMC350674.xml,1044,4,0,False,False,False,False,False,False
pmc_000099,PMC000xxxxxx/PMC359389.xml,2801,9,3,True,False,False,False,False,False
pmc_000100,PMC000xxxxxx/PMC368155.xml,2211,7,3,True,False,False,False,False,False
pmc_000101,PMC000xxxxxx/PMC368156.xml,4161,13,7,True,False,False,False,False,False
pmc_000102,PMC000xxxxxx/PMC368157.xml,9740,31,12,True,True,True,True,True,False
pmc_000103,PMC000xxxxxx/PMC368158.xml,8603,27,11,True,True,True,True,True,False
pmc_000104,PMC000xxxxxx/PMC368159.xml,5218,17,9,True,True,True,True,True,False
pmc_000105,PMC000xxxxxx/PMC368160.xml,3461,11,6,True,False,False,False,False,False
pmc_000106,PMC000xxxxxx/PMC368161.xml,12871,40,26,True,True,True,True,True,True
pmc_000107,PMC000xxxxxx/PMC368162.xml,2124,7,0,False,False,False,False,False,False
pmc_000108,PMC000xxxxxx/PMC368163.xml,3534,11,4,True,False,False,False,False,False
pmc_000109,PMC000xxxxxx/PMC368164.xml,15625,49,23,True,True,True,True,True,True
pmc_000110,PMC000xxxxxx/PMC368165.xml,1017,3,0,False,False,False,False,False,False
pmc_000111,PMC000xxxxxx/PMC368166.xml,1199,4,0,False,False,False,False,False,False
pmc_000112,PMC000xxxxxx/PMC368167.xml,1443,5,0,False,False,False,False,False,False
pmc_000113,PMC000xxxxxx/PMC368168.xml,1925,6,0,False,False,False,False,False,False
pmc_000114,PMC000xxxxxx/PMC368169.xml,8587,27,15,True,True,True,True,True,False
pmc_000115,PMC000xxxxxx/PMC368170.xml,1158,4,0,False,False,False,False,False,False
pmc_000116,PMC000xxxxxx/PMC368171.xml,13353,42,19,True,True,True,True,True,False
pmc_000117,PMC000xxxxxx/PMC368172.xml,7663,24,9,True,True,True,True,True,False
pmc_000118,PMC000xxxxxx/PMC368173.xml,16621,52,22,True,True,True,True,True,False
pmc_000119,PMC000xxxxxx/PMC368174.xml,865,3,0,False,False,False,False,False,False
pmc_000120,PMC000xxxxxx/PMC368175.xml,959,3,0,False,False,False,False,False,False
pmc_000121,PMC000xxxxxx/PMC368176.xml,800,3,0,False,False,False,False,False,False
pmc_000122,PMC000xxxxxx/PMC368177.xml,694,2,0,False,False,False,False,False,False
pmc_000123,PMC000xxxxxx/PMC368178.xml,922,3,0,False,False,False,False,False,False
pmc_000124,PMC000xxxxxx/PMC368179.xml,950,3,0,False,False,False,False,False,False
pmc_000125,PMC000xxxxxx/PMC368180.xml,998,3,0,False,False,False,False,False,False
pmc_000126,PMC000xxxxxx/PMC368181.xml,635,2,0,False,False,False,False,False,False
pmc_000127,PMC000xxxxxx/PMC374241.xml,11758,37,14,True,True,True,True,True,False
pmc_000128,PMC000xxxxxx/PMC374242.xml,1115,4,0,False,False,False,False,False,False
pmc_000129,PMC000xxxxxx/PMC374243.xml,10606,33,13,True,True,True,True,True,False
pmc_000130,PMC000xxxxxx/PMC374244.xml,14887,47,24,True,True,True,True,True,False
pmc_000131,PMC000xxxxxx/PMC374245.xml,760,3,0,False,False,False,False,False,False
pmc_000132,PMC000xxxxxx/PMC374246.xml,1081,4,0,False,False,False,False,False,False
pmc_000133,PMC000xxxxxx/PMC385219.xml,6740,21,10,True,True,True,True,True,False
pmc_000134,PMC000xxxxxx/PMC385220.xml,985,3,0,False,False,False,False,False,False
pmc_000135,PMC000xxxxxx/PMC387263.xml,12458,39,20,True,True,True,True,True,False
pmc_000136,PMC000xxxxxx/PMC387264.xml,12338,39,20,True,True,True,True,True,False
pmc_000137,PMC000xxxxxx/PMC387265.xml,12173,38,16,True,True,True,True,True,False
pmc_000138,PMC000xxxxxx/PMC387266.xml,989,3,0,False,False,False,False,False,False
pmc_000139,PMC000xxxxxx/PMC387267.xml,7092,22,14,True,True,True,True,True,False
pmc_000140,PMC000xxxxxx/PMC387268.xml,11677,37,13,True,True,True,True,True,False
pmc_000141,PMC000xxxxxx/PMC387269.xml,892,3,1,True,False,False,False,False,False
pmc_000142,PMC000xxxxxx/PMC387270.xml,1652,5,0,False,False,False,False,False,False
pmc_000143,PMC000xxxxxx/PMC387271.xml,2567,8,0,False,False,False,False,False,False
pmc_000144,PMC000xxxxxx/PMC387272.xml,862,3,0,False,False,False,False,False,False
pmc_000145,PMC000xxxxxx/PMC387273.xml,1309,4,2,True,False,False,False,False,False
pmc_000146,PMC000xxxxxx/PMC387274.xml,7729,24,11,True,True,True,True,True,False
pmc_000147,PMC000xxxxxx/PMC387275.xml,13130,41,23,True,True,True,True,True,True
pmc_000148,PMC000xxxxxx/PMC387276.xml,954,3,0,False,False,False,False,False,False
pmc_000149,PMC000xxxxxx/PMC387277.xml,1487,5,0,False,False,False,False,False,False
pmc_000150,PMC000xxxxxx/PMC387278.xml,4614,15,3,True,False,False,False,False,False
pmc_000151,PMC000xxxxxx/PMC387279.xml,793,3,0,False,False,False,False,False,False
pmc_000152,PMC000xxxxxx/PMC387280.xml,867,3,0,False,False,False,False,False,False
pmc_000153,PMC000xxxxxx/PMC387282.xml,972,3,0,False,False,False,False,False,False
pmc_000154,PMC000xxxxxx/PMC387283.xml,3282,11,4,True,True,True,True,True,False
pmc_000155,PMC000xxxxxx/PMC387284.xml,4025,13,5,True,False,False,False,False,False
pmc_000156,PMC000xxxxxx/PMC387285.xml,1258,4,0,False,False,False,False,False,False
pmc_000157,PMC000xxxxxx/PMC387287.xml,3095,10,5,True,False,False,False,False,False
pmc_000158,PMC000xxxxxx/PMC387822.xml,854,3,0,False,False,False,False,False,False
pmc_000159,PMC000xxxxxx/PMC387823.xml,1174,4,0,False,False,False,False,False,False
pmc_000160,PMC000xxxxxx/PMC393292.xml,20414,64,35,True,True,True,True,True,False
pmc_000161,PMC000xxxxxx/PMC393293.xml,884,3,0,False,False,False,False,False,False
pmc_000162,PMC000xxxxxx/PMC400249.xml,5500,17,8,True,True,True,True,True,False
pmc_000163,PMC000xxxxxx/PMC406387.xml,13484,42,22,True,True,True,True,True,False
pmc_000164,PMC000xxxxxx/PMC406388.xml,10527,33,23,True,True,True,True,True,False
pmc_000165,PMC000xxxxxx/PMC406389.xml,2776,9,5,True,False,False,False,False,False
pmc_000166,PMC000xxxxxx/PMC406390.xml,13871,44,22,True,True,True,True,True,False
pmc_000167,PMC000xxxxxx/PMC406391.xml,8963,28,20,True,True,True,True,True,False
pmc_000168,PMC000xxxxxx/PMC406392.xml,11783,37,23,True,True,True,True,True,False
pmc_000169,PMC000xxxxxx/PMC406393.xml,7733,24,13,True,True,True,True,True,True
pmc_000170,PMC000xxxxxx/PMC406394.xml,3519,11,3,True,False,False,False,False,False
pmc_000171,PMC000xxxxxx/PMC406395.xml,861,3,0,False,False,False,False,False,False
pmc_000172,PMC000xxxxxx/PMC406396.xml,851,3,0,False,False,False,False,False,False
pmc_000173,PMC000xxxxxx/PMC406397.xml,8887,28,16,True,True,True,True,True,False
pmc_000174,PMC000xxxxxx/PMC406398.xml,2422,8,0,False,False,False,False,False,False
pmc_000175,PMC000xxxxxx/PMC406399.xml,741,3,0,False,False,False,False,False,False
pmc_000176,PMC000xxxxxx/PMC406400.xml,3611,12,5,True,False,False,False,False,False
pmc_000177,PMC000xxxxxx/PMC406401.xml,3556,11,9,True,False,False,False,False,True
pmc_000178,PMC000xxxxxx/PMC406402.xml,1327,4,0,False,False,False,False,False,False
pmc_000179,PMC000xxxxxx/PMC406403.xml,3892,12,7,True,False,False,False,False,False
pmc_000180,PMC000xxxxxx/PMC406404.xml,806,3,0,False,False,False,False,False,False
pmc_000181,PMC000xxxxxx/PMC406405.xml,589,2,0,False,False,False,False,False,False
pmc_000182,PMC000xxxxxx/PMC406406.xml,840,3,0,False,False,False,False,False,False
pmc_000183,PMC000xxxxxx/PMC406407.xml,1616,5,3,True,False,False,False,False,False
pmc_000184,PMC000xxxxxx/PMC406408.xml,910,3,0,False,False,False,False,False,False
pmc_000185,PMC000xxxxxx/PMC406409.xml,4741,15,3,True,False,False,False,False,False
pmc_000186,PMC000xxxxxx/PMC406410.xml,55,1,0,False,False,False,False,False,False
pmc_000187,PMC000xxxxxx/PMC406512.xml,8130,26,13,True,True,True,True,True,True
pmc_000188,PMC000xxxxxx/PMC406520.xml,768,3,0,False,False,False,False,False,False
pmc_000189,PMC000xxxxxx/PMC423129.xml,12006,38,13,True,True,True,True,True,False
pmc_000190,PMC000xxxxxx/PMC423130.xml,6049,19,11,True,True,True,True,True,False
pmc_000191,PMC000xxxxxx/PMC423131.xml,11068,35,16,True,True,True,True,True,False
pmc_000192,PMC000xxxxxx/PMC423132.xml,3237,10,3,True,False,False,False,False,False
pmc_000193,PMC000xxxxxx/PMC423133.xml,18177,57,25,True,True,True,True,True,True
pmc_000194,PMC000xxxxxx/PMC423134.xml,14778,46,17,True,True,True,True,True,False
pmc_000195,PMC000xxxxxx/PMC423135.xml,8058,25,11,True,True,True,True,True,False
pmc_000196,PMC000xxxxxx/PMC423136.xml,1526,5,2,True,False,False,False,False,False
pmc_000197,PMC000xxxxxx/PMC423137.xml,10721,34,20,True,True,True,True,True,False
pmc_000198,PMC000xxxxxx/PMC423138.xml,11949,38,24,True,True,True,True,True,False
pmc_000199,PMC000xxxxxx/PMC423139.xml,3201,10,0,False,False,False,False,False,False
pmc_000200,PMC000xxxxxx/PMC423140.xml,1146,4,0,False,False,False,False,False,False
pmc_000201,PMC000xxxxxx/PMC423141.xml,9114,29,19,True,True,True,True,True,False
pmc_000202,PMC000xxxxxx/PMC423142.xml,877,3,0,False,False,False,False,False,False
pmc_000203,PMC000xxxxxx/PMC423143.xml,3307,11,5,True,False,False,False,False,False
pmc_000204,PMC000xxxxxx/PMC423144.xml,344,1,0,False,False,False,False,False,False
pmc_000205,PMC000xxxxxx/PMC423145.xml,1946,6,0,False,False,False,False,False,False
pmc_000206,PMC000xxxxxx/PMC423146.xml,15932,50,34,True,True,True,True,True,False
pmc_000207,PMC000xxxxxx/PMC423147.xml,1013,3,0,False,False,False,False,False,False
pmc_000208,PMC000xxxxxx/PMC423148.xml,804,3,0,False,False,False,False,False,False
pmc_000209,PMC000xxxxxx/PMC423149.xml,508,2,0,False,False,False,False,False,False
pmc_000210,PMC000xxxxxx/PMC423150.xml,523,2,0,False,False,False,False,False,False
pmc_000211,PMC000xxxxxx/PMC423151.xml,3800,12,3,True,False,False,False,False,False
pmc_000212,PMC000xxxxxx/PMC423152.xml,956,3,0,False,False,False,False,False,False
pmc_000213,PMC000xxxxxx/PMC423153.xml,1170,4,0,False,False,False,False,False,False
pmc_000214,PMC000xxxxxx/PMC423154.xml,914,3,0,False,False,False,False,False,False
pmc_000215,PMC000xxxxxx/PMC423155.xml,2589,8,0,False,False,False,False,False,False
pmc_000216,PMC000xxxxxx/PMC423156.xml,766,3,0,False,False,False,False,False,False
pmc_000217,PMC000xxxxxx/PMC423157.xml,871,3,0,False,False,False,False,False,False
pmc_000218,PMC000xxxxxx/PMC423158.xml,3761,12,4,True,False,False,False,False,True
pmc_000219,PMC000xxxxxx/PMC423159.xml,1183,4,0,False,False,False,False,False,False
pmc_000220,PMC000xxxxxx/PMC423160.xml,798,3,0,False,False,False,False,False,False
pmc_000221,PMC000xxxxxx/PMC423161.xml,1073,4,0,False,False,False,False,False,False
pmc_000222,PMC000xxxxxx/PMC423162.xml,1091,4,0,False,False,False,False,False,False
pmc_000223,PMC000xxxxxx/PMC423163.xml,175,1,0,False,False,False,False,False,False
pmc_000224,PMC000xxxxxx/PMC434148.xml,9013,28,20,True,True,True,True,True,False
pmc_000225,PMC000xxxxxx/PMC434149.xml,7970,25,13,True,True,True,True,True,False
pmc_000226,PMC000xxxxxx/PMC434150.xml,9307,29,17,True,True,True,True,True,False
pmc_000227,PMC000xxxxxx/PMC434151.xml,12589,40,20,True,True,True,True,True,False
pmc_000228,PMC000xxxxxx/PMC434152.xml,715,2,0,False,False,False,False,False,False
pmc_000229,PMC000xxxxxx/PMC434153.xml,7421,23,10,True,True,True,True,True,True
pmc_000230,PMC000xxxxxx/PMC434154.xml,989,3,0,False,False,False,False,False,False
pmc_000231,PMC000xxxxxx/PMC434155.xml,813,3,0,False,False,False,False,False,False
pmc_000232,PMC000xxxxxx/PMC439008.xml,834,3,0,False,False,False,False,False,False
pmc_000233,PMC000xxxxxx/PMC439009.xml,882,3,0,False,False,False,False,False,False
pmc_000234,PMC000xxxxxx/PMC439782.xml,8256,26,8,True,True,True,True,True,False
pmc_000235,PMC000xxxxxx/PMC439783.xml,22551,71,29,True,True,True,True,True,True
pmc_000236,PMC000xxxxxx/PMC449784.xml,12033,38,16,True,True,True,True,True,False
pmc_000237,PMC000xxxxxx/PMC449785.xml,16170,51,14,True,True,True,True,True,False
pmc_000238,PMC000xxxxxx/PMC449821.xml,16694,52,22,True,True,True,True,True,False
pmc_000239,PMC000xxxxxx/PMC449846.xml,5719,18,14,True,True,True,True,True,False
pmc_000240,PMC000xxxxxx/PMC449851.xml,5609,18,8,True,True,True,True,True,False
pmc_000241,PMC000xxxxxx/PMC449855.xml,11283,36,18,True,True,True,True,True,False
pmc_000242,PMC000xxxxxx/PMC449864.xml,779,3,0,False,False,False,False,False,False
pmc_000243,PMC000xxxxxx/PMC449866.xml,905,3,0,False,False,False,False,False,False
pmc_000244,PMC000xxxxxx/PMC449868.xml,3700,12,5,True,False,False,False,False,True
pmc_000245,PMC000xxxxxx/PMC449870.xml,19186,60,32,True,True,True,True,True,False
pmc_000246,PMC000xxxxxx/PMC449891.xml,858,3,0,False,False,False,False,False,False
pmc_000247,PMC000xxxxxx/PMC449894.xml,770,3,0,False,False,False,False,False,False
pmc_000248,PMC000xxxxxx/PMC449895.xml,1211,4,0,False,False,False,False,False,False
pmc_000249,PMC000xxxxxx/PMC449896.xml,8783,28,12,True,True,True,True,True,False
pmc_000250,PMC000xxxxxx/PMC449897.xml,13452,42,26,True,True,True,True,True,False
pmc_000251,PMC000xxxxxx/PMC449898.xml,4929,16,5,True,False,False,False,False,False
pmc_000252,PMC000xxxxxx/PMC449899.xml,3371,11,5,True,False,False,False,False,False
pmc_000253,PMC000xxxxxx/PMC449900.xml,1979,6,0,False,False,False,False,False,False
pmc_000254,PMC000xxxxxx/PMC449901.xml,2358,8,0,False,False,False,False,False,False
pmc_000255,PMC000xxxxxx/PMC449902.xml,872,3,0,False,False,False,False,False,False
pmc_000256,PMC000xxxxxx/PMC449903.xml,1844,6,0,False,False,False,False,False,False
pmc_000257,PMC000xxxxxx/PMC449904.xml,565,2,0,False,False,False,False,False,False
pmc_000258,PMC000xxxxxx/PMC449905.xml,873,3,0,False,False,False,False,False,False
pmc_000259,PMC000xxxxxx/PMC449906.xml,2219,7,3,True,False,False,False,False,False
pmc_000260,PMC000xxxxxx/PMC449907.xml,914,3,0,False,False,False,False,False,False
pmc_000261,PMC000xxxxxx/PMC449908.xml,831,3,0,False,False,False,False,False,False
pmc_000262,PMC000xxxxxx/PMC450293.xml,185,1,0,False,False,False,False,False,False
pmc_000263,PMC000xxxxxx/PMC466940.xml,7963,25,9,True,True,True,True,True,False
pmc_000264,PMC000xxxxxx/PMC466941.xml,24575,77,23,True,True,False,False,False,True
pmc_000265,PMC000xxxxxx/PMC466944.xml,10142,32,12,True,True,True,True,True,False
pmc_000266,PMC000xxxxxx/PMC466951.xml,21416,67,40,True,True,True,True,True,False
pmc_000267,PMC000xxxxxx/PMC466953.xml,22159,69,36,True,True,True,True,True,False
pmc_000268,PMC000xxxxxx/PMC466957.xml,22021,69,28,True,True,True,True,True,False
pmc_000269,PMC000xxxxxx/PMC466958.xml,8057,25,12,True,True,True,True,True,False
pmc_000270,PMC000xxxxxx/PMC466966.xml,3336,11,4,True,True,False,False,True,False
pmc_000271,PMC000xxxxxx/PMC466970.xml,6834,22,14,True,True,True,False,False,False
pmc_000272,PMC000xxxxxx/PMC466976.xml,9764,31,8,True,True,False,False,False,False
pmc_000273,PMC000xxxxxx/PMC466997.xml,10472,33,10,True,True,True,True,True,True
pmc_000274,PMC000xxxxxx/PMC466998.xml,8020,25,5,True,True,True,True,True,True
pmc_000275,PMC000xxxxxx/PMC466999.xml,6966,22,12,True,True,True,True,True,True
pmc_000276,PMC000xxxxxx/PMC467000.xml,5695,18,15,True,True,True,True,True,True
pmc_000277,PMC000xxxxxx/PMC467001.xml,5728,18,5,True,True,True,True,True,True
pmc_000278,PMC000xxxxxx/PMC467042.xml,10836,34,31,True,True,True,True,True,False
pmc_000279,PMC000xxxxxx/PMC467045.xml,10063,32,20,True,True,False,False,False,True
pmc_000280,PMC000xxxxxx/PMC467046.xml,5920,19,20,True,True,True,True,False,True
pmc_000281,PMC000xxxxxx/PMC467047.xml,9449,30,32,True,True,True,True,True,False
pmc_000282,PMC000xxxxxx/PMC467051.xml,7797,25,25,True,True,True,True,True,True
pmc_000283,PMC000xxxxxx/PMC467053.xml,1152,4,0,False,False,False,False,False,False
pmc_000284,PMC000xxxxxx/PMC467055.xml,290,1,0,False,False,False,False,False,False
pmc_000285,PMC000xxxxxx/PMC467058.xml,10282,32,18,True,True,True,True,True,True
pmc_000286,PMC000xxxxxx/PMC467062.xml,1616,5,3,True,False,False,False,False,False
pmc_000287,PMC000xxxxxx/PMC467066.xml,9760,31,23,True,True,True,False,False,True
pmc_000288,PMC000xxxxxx/PMC467069.xml,11248,35,36,True,True,False,True,True,True
pmc_000289,PMC000xxxxxx/PMC467070.xml,10029,32,20,True,True,True,True,True,True
pmc_000290,PMC000xxxxxx/PMC467079.xml,8570,27,15,True,True,True,True,True,False
pmc_000291,PMC000xxxxxx/PMC467088.xml,2604,8,1,True,False,False,False,False,False
pmc_000292,PMC000xxxxxx/PMC467089.xml,22538,71,46,True,True,True,True,True,True
pmc_000293,PMC000xxxxxx/PMC467093.xml,8522,27,25,True,True,True,True,True,True
pmc_000294,PMC000xxxxxx/PMC467094.xml,9313,29,27,True,True,True,True,True,True
pmc_000295,PMC000xxxxxx/PMC467096.xml,11138,35,17,True,True,True,True,True,True
pmc_000296,PMC000xxxxxx/PMC467102.xml,3649,12,6,True,True,True,True,True,True
pmc_000297,PMC000xxxxxx/PMC467104.xml,24638,77,54,True,True,True,True,True,True
pmc_000298,PMC000xxxxxx/PMC467105.xml,6697,21,12,True,True,True,True,True,True
pmc_000299,PMC000xxxxxx/PMC467106.xml,6375,20,11,True,False,True,True,True,False
pmc_000300,PMC000xxxxxx/PMC467110.xml,6383,20,29,True,True,True,False,False,False
pmc_000301,PMC000xxxxxx/PMC467111.xml,8276,26,15,True,True,True,True,True,False
pmc_000302,PMC000xxxxxx/PMC479041.xml,15253,48,23,True,True,True,True,True,False
pmc_000303,PMC000xxxxxx/PMC479042.xml,19199,60,24,True,True,True,True,True,False
